"order_id","customer_id","order_status"
"00010242fe8c5a6d1ba2dd792cb16214","3ce436f183e68e07877b285a838db11a","delivered"
"00018f77f2f0320c557190d7a144bdd3","f6dd3ec061db4e3987629fe6b26e5cce","delivered"
"000229ec398224ef6ca0657da4fc703e","6489ae5e4333f3693df5ad4372dab6d3","delivered"
"00024acbcdf0a6daa1e931b038114c75","d4eb9395c8c0431ee92fce09860c5a06","delivered"
"00042b26cf59d7ce69dfabb4e55b4fd9","58dbd0b2d70206bf40e62cd34e84d795","delivered"
"00048cc3ae777c65dbb7d2a0634bc1ea","816cbea969fe5b689b39cfc97a506742","delivered"
"00054e8431b9d7675808bcb819fb4a32","32e2e6ab09e778d99bf2e0ecd4898718","delivered"
"000576fe39319847cbb9d288c5617fa6","9ed5e522dd9dd85b4af4a077526d8117","delivered"
"0005a1a1728c9d785b8e2b08b904576c","16150771dfd4776261284213b89c304e","delivered"
"0005f50442cb953dcd1d21e1fb923495","351d3cb2cee3c7fd0af6616c82df21d3","delivered"
"00061f2a7bc09da83e415a52dc8a4af1","c6fc061d86fab1e2b2eac259bac71a49","delivered"
"00063b381e2406b52ad429470734ebd5","6a899e55865de6549a58d2c6845e5604","delivered"
"0006ec9db01a64e59a68b2c340bf65a7","5d178120c29c61748ea95bac23cb8f25","delivered"
"0008288aa423d2a3f00fcb17cd7d8719","2355af7c75e7c98b43a87b2a7f210dc5","delivered"
"0009792311464db532ff765bf7b182ae","2a30c97668e81df7c17a8b14447aeeba","delivered"
"0009c9a17f916a706d71784483a5d643","8a250edc40ebc5c3940ebc940f16a7eb","delivered"
"000aed2e25dbad2f9ddb70584c5a2ded","fff5169e583fd07fac9fec88962f189d","delivered"
"000c3e6612759851cc3cbb4b83257986","3773bcf1a6fbd29233ea1c1b573c4f22","delivered"
"000e562887b1f2006d75e0be9558292e","2b01d668726fb0b751c55918c0437b7b","delivered"
"000e63d38ae8c00bbcb5a30573b99628","98884e672c5ba85f4394f2044e1a3eab","delivered"
"000e906b789b55f64edcb1f84030f90d","6a3b2fc9f270df258605e22bef19fd88","delivered"
"000f25f4d72195062c040b12dce9a18a","86ade8ebc14f18dd6c3ea75bd0eb7534","delivered"
"001021efaa8636c29475e7734483457d","2dfbf74859104caf100df3720a1d833d","delivered"
"0010b2e5201cc5f1ae7e9c6cc8f5bd00","57ef317d4818cb42680fc9dfd13867ce","delivered"
"00119ff934e539cf26f92b9ef0cdfed8","7dd2e283f47deac853cf70f3b63c8d86","delivered"
"0011d82c4b53e22e84023405fb467e57","2013d892495e1a101d742d533d2d1119","delivered"
"00125cb692d04887809806618a2a145f","8afb90a97ee661103014329b1bcea1a2","delivered"
"00130c0eee84a3d909e75bc08c5c3ca1","47d656c08a282ec5ab4c1f18303a3a30","delivered"
"0013503b13da1eac686219390b7d641b","f7277fce45fad3165379c15cacf5ddbe","delivered"
"00137e170939bba5a3134e2386413108","7b63cba66b8e6d002e94d0990c1e2868","delivered"
"001427c0ec99cf8af737bd88e92fd444","eab9c552374be06ed15923016dc9e588","delivered"
"0014ae671de39511f7575066200733b7","41065d9dcea52218c3943d2eed072b97","delivered"
"0015ebb40fb17286bea51d4607c4733c","da43a556bf5c36a1104c473cff77de6c","delivered"
"00169e31ef4b29deaae414f9a5e95929","efb3830adb68fb8a89c948774388ec28","delivered"
"0016dfedd97fc2950e388d2971d718c7","2c8b917c5d7dd720ebe36a5ed3b501ec","delivered"
"0017afd5076e074a48f1f1a4c7bac9c5","8085a9af46f619bc25966f151a362b0d","delivered"
"001862358bf858722e1e2ae000cfed8b","2cf869dd40c98f29686f636d83545cce","delivered"
"0019c29108428acffd089c36103c9440","5f6bbac628ae418db4e0f92932f899c1","delivered"
"001ab0a7578dd66cd4b0a71f5b6e1e41","8bb3bef4e75a95524235cdc11a7331af","delivered"
"001ac194d4a326a6fa99b581e9a3d963","f4f17ada91ef010cbde3892ae54e625f","delivered"
"001b76dd48a5b1eee3e87778daa40df8","a62843b08086d1629415a203a7fd419d","delivered"
"001c85b5f68d2be0cb0797afc9e8ce9a","48ed31e735f1c420ed6ca3637b7c744d","delivered"
"001d8f0e34a38c37f7dba2a37d4eba8b","d987da9fb4086ab7c2c0f83963cd6722","delivered"
"001dbc16dc51075e987543d23a0507c7","698a74f33469466fa4172e829505d1c6","delivered"
"001e7ba991be1b19605ca0316e7130f9","b6a1445ee505f3a95c827e7a5188ad02","delivered"
"001e7cf2ad6bef3ade12ebc56ceaf0f3","d1684ed69f8fd574b7c344de923f379a","delivered"
"0020262c8a370bd5a174ea6a2a267321","9ec353f970bdf785f6568724d9ea19aa","delivered"
"0020a222f55eb79a372d0efee3cca688","0c45155afd8ff99622c40824057f9b34","delivered"
"002175704e8b209f61b9ad5cfd92b60e","a562db3c7cb9a68947debd30879b491e","delivered"
"00229e4e43f7a7e0b9dd819ad43268d3","655418b3cc52d17ccb5b4330a7f03197","delivered"
"0025081dcf9330f9a5052ae82c6ce396","7e6fefa11d6a2c832593264f69df9de3","delivered"
"00254baeb6c932b0a8aeead91fbd02b5","ce0421a97232c2a1194cdb66cd3ebb9d","delivered"
"00259a44fcad3fc0474329e925d14fc3","7715f80f77f2ebf4583f97a0a6a7548b","delivered"
"0025c5d1a8ca53a240ec2634bb4492ea","2430ad4b1b6efb56cf3050b5d3cf5e54","delivered"
"002611a77fe03d076285fd4ca95db77c","2b6cb6a4852a866c3b71dcbc7c5a2fce","delivered"
"002691433f09002ac9ca0c4e8dbb8ead","630b8c2f4134e83812d827e8006caa85","delivered"
"0026a368634b6e6f34f33b1499773a30","66b8528f2144c6cf919795323c4d43fb","delivered"
"00275bce676303c3bfd7292aefdfa223","a12427487c970a4a75dbeb5884f126a8","delivered"
"00276d5c3491fbf55305e26891040df9","54686c41e86854e35879efbd1c2cab1b","delivered"
"002834535f7a609a5c68266f173fa59e","89a6b1bfbe1b366503995b8df4c49450","delivered"
"0028de0ca693a1bb26448916a81105cc","4b4773853bbbc435ddddd51bd6c6a002","delivered"
"002955b0acc63d04f6724a31967e82bd","accb4b4ad075d07a833eacca116071c7","delivered"
"0029c5db35ef291ce99d1262012e7daa","2f08bf21468eccdf69598582d4b89fb5","delivered"
"0029f17cf0e7640c5cb6825af681303f","687223424c00a708c168301ebb8d16ef","delivered"
"002af7fa9eb99d1456bceb6a13d6fc0b","bacf5021c97183a2a3946dff31e56098","delivered"
"002b430ff89b3a24c31a1170acbbedea","8d69dbf0f4dcb6c90367e0877ae94732","delivered"
"002b4e6fa42cd4a22cc86abc18fe9c05","a5fd6dd86d703cedc9ab6be3dba12816","delivered"
"002c9def9c9b951b1bec6d50753c9891","06cf02bf583b05fd91bc8eec0f1b4c3f","delivered"
"002d040018d12a3853c059f7f23ab5b1","d7a77284d0a56f6b1ecb8c344b60d3e4","delivered"
"002f16b7bc4530031b7d90f791b12d8a","1eeffe21744883fbf61fbf138dbb8eee","delivered"
"002f19a65a2ddd70a090297872e6d64e","7fa80efb1ef15ca4104627910c29791c","shipped"
"002f98c0f7efd42638ed6100ca699b42","75fd1fb0bb511fc71ac2b2649c02b21b","delivered"
"0030d783f979fbc5981e75613b057344","84ddc138522822dfb51b603c2f466a18","delivered"
"0030ff924c38549807645976adeef2c0","c46e1af5a15417246a9c5e81ac964358","delivered"
"00310b0c75bb13015ec4d82d341865a4","0dad07848c618cc5a4679a1bfe1db8d2","canceled"
"00324b3eda39ba5ecce3945823e3594c","cbde8134b8a718381d08167dfc58ec8c","delivered"
"0032d07457ae9c806c79368d7d9ce96b","d356c20816dc75a309628b5c17d89468","delivered"
"003324c70b19a16798817b2b3640e721","43696894b5bf8fbe1a40b2148ea505a0","delivered"
"00335f75ea6a4455b524a8dd177067f5","32b84239e3f3904ac162d832454770c7","delivered"
"00337fe25a3780b3424d9ad7c5a4b35e","4b1b5c848616a4b5fa9d76cb1d12067b","delivered"
"003423b755b562962a6225a8de40d12e","18f1bb6325d50619d5c13b7a25b869fd","delivered"
"00345f338696283410b7977d2e3efc89","3f9d223f86d2f243dd5a85fdc286c62a","delivered"
"0035246a40f520710769010f752e7507","4bcf2ad7ccc061c13ff360aae5b7abcd","delivered"
"0035c0b07126fe9c24a325216fb96064","c8c4991d84dbfef1f61c6152486db6d4","delivered"
"0035e6b7ade84b3f5b86bd49814793df","3a0cc7c9af6abf8868dad5a1de4a16e1","delivered"
"0036757472ece3dde52fd4bfd929c90e","ea477083e770db0655938e79149f8c24","delivered"
"0036887767dea4bd43b1a88cd0d9477a","43bb6f9650ab2a7e6ef1c93168c4cfcf","delivered"
"00378c6c981f234634c0b9d6128df6dd","f3476df115c5d26bdb6bfb71b5fb66af","delivered"
"003822434f91204da0a51fe4cf2aba18","327679cc34d41d4c48ee5e55246aa6d6","delivered"
"0039500db36d50d7d0bfaf23723550f3","90bd9911aed064dfc625750fbd83ebca","delivered"
"003a7f59d7e08a9c61d9e2881fe6459c","f7838e5eeb3271df42376952e651e403","delivered"
"003a94f778ef8cfd50247c8c1b582257","da108bc410acffb1400cf9caea65a332","delivered"
"003cc6161d7a2593f2525cce0c330d32","7d9802889236ab8fc541bfb438978cd7","delivered"
"003d0634280ff3d1d3a54459349a6899","cca819156e50623e9d3762ebeee308dc","delivered"
"003d804eef0e1b856881cd18e0cc0d4c","1c1bfb2cd4aa789067295941c42120ff","delivered"
"003d9fc84ad902adf2265248b5ffe1a4","8c66482ec333eae596c93a9131981a9a","delivered"
"003edccf16bc5ec447f592913b3df2b4","ab3642244247c0c638253fe68ee4c345","delivered"
"003f201cdd39cdd59b6447cff2195456","e41d728aab3d0dff5fb070f93eb61345","delivered"
"003f9bcc09427647c4b9d361a523545b","a1a6d4f18deef15fee3ad4b6f36a7ce0","delivered"
"00404fa7a687c8c44ca69d42695aae73","0c34c39c897304ff49eeade3059c4c60","delivered"
"0040a56893444cb56cba7cfe2225e34e","74454d0e51e0eeaaaa9b7b135469c420","delivered"
"004157daafa0bc8672e01f00e4f0c04f","42090a79268b92ced0c591a8e63d57c2","delivered"
"00418a49a685c6bb60633291c3fab17a","7d9edced80af5c9503cbf88a9e5f2a3e","delivered"
"004345d16a1ab2c21962992c721c8643","3b723b649feb48f3cfbb9c728efb3d7d","delivered"
"0044c6f6d22dd280534344177c81b989","24436139c80a4ae51c0e3a98469ed7d4","delivered"
"0045e3085f083f0f38d24bb3f22e6593","eb729faa993caad20442243265804a7c","delivered"
"0045f5225a96ef46630701167528fdcb","e3b91047e6ca3f5e8b656750fa3d61b2","delivered"
"0046176ff0dbc2a178b7885355dfbb71","6cae94f1f58ab679c23ceb753967c9bf","delivered"
"0046e1d57f4c07c8c92ab26be8c3dfc0","ae55e228ded796581eccc67045516023","delivered"
"00471463a6106056c1a2a809f70de640","fcad74a7e0dff27c33e36cbd78280bf9","delivered"
"00482f2670787292280e0a8153d82467","baa4ed05f22ffb6c4a41b71b699a492c","delivered"
"0049edf42837aa808e03552a62bd2158","0f3a6d2c22bbdb61d02eb98f4a1e0dfb","delivered"
"004b62108b876867938746ad3154167f","7ddb7e4242fcc518842aade22f5bee4d","delivered"
